country,ssp_range,year_range,p0.05,p0.50,p0.95
Saint Barthélemy,SSP5-8.5,2020-2039,0.00,0.00,0.00
Saint Barthélemy,SSP5-8.5,2040-2059,0.00,0.00,0.00
Saint Barthélemy,SSP5-8.5,2080-2099,0.00,0.00,0.00
Belarus,SSP5-8.5,1986-2005,126.37,134.50,144.84
Belarus,SSP5-8.5,2020-2039,91.91,110.44,125.53
Belarus,SSP5-8.5,2040-2059,62.61,92.79,112.68
Belarus,SSP5-8.5,2080-2099,29.58,54.09,87.80
Belize,SSP5-8.5,1986-2005,0.00,0.00,0.00
Belize,SSP5-8.5,2020-2039,0.00,0.00,0.00
Belize,SSP5-8.5,2040-2059,0.00,0.00,0.00
Belize,SSP5-8.5,2080-2099,0.00,0.00,0.00
Bermuda,SSP5-8.5,1986-2005,0.00,0.00,0.00
Bermuda,SSP5-8.5,2020-2039,0.00,0.00,0.00
Bermuda,SSP5-8.5,2040-2059,0.00,0.00,0.00
Bermuda,SSP5-8.5,2080-2099,0.00,0.00,0.00
"Bolivia, Plurinational State of",SSP5-8.5,1986-2005,26.58,30.15,32.09
"Bolivia, Plurinational State of",SSP5-8.5,2020-2039,16.89,20.47,23.66
"Bolivia, Plurinational State of",SSP5-8.5,2040-2059,9.17,14.26,17.63
"Bolivia, Plurinational State of",SSP5-8.5,2080-2099,0.96,3.94,11.24
Brazil,SSP5-8.5,1986-2005,0.07,0.11,0.18
Brazil,SSP5-8.5,2020-2039,0.02,0.07,0.13
Brazil,SSP5-8.5,2040-2059,0.02,0.04,0.09
Brazil,SSP5-8.5,2080-2099,0.00,0.01,0.04
Barbados,SSP5-8.5,1986-2005,0.00,0.00,0.00
Barbados,SSP5-8.5,2020-2039,0.00,0.00,0.00
Barbados,SSP5-8.5,2040-2059,0.00,0.00,0.00
Barbados,SSP5-8.5,2080-2099,0.00,0.00,0.00
Brunei Darussalam,SSP5-8.5,1986-2005,0.00,0.00,0.00
Brunei Darussalam,SSP5-8.5,2020-2039,0.00,0.00,0.00
Brunei Darussalam,SSP5-8.5,2040-2059,0.00,0.00,0.00
Brunei Darussalam,SSP5-8.5,2080-2099,0.00,0.00,0.00
Bhutan,SSP5-8.5,1986-2005,69.27,72.94,76.96
Bhutan,SSP5-8.5,2020-2039,57.82,63.61,66.48
Bhutan,SSP5-8.5,2040-2059,50.07,55.54,60.59
Bhutan,SSP5-8.5,2080-2099,31.66,40.91,45.84
Botswana,SSP5-8.5,1986-2005,1.17,1.59,2.47
Botswana,SSP5-8.5,2020-2039,0.54,0.95,1.43
Botswana,SSP5-8.5,2040-2059,0.18,0.36,0.74
Botswana,SSP5-8.5,2080-2099,0.00,0.05,0.14
Central African Republic,SSP5-8.5,1986-2005,0.00,0.00,0.00
Central African Republic,SSP5-8.5,2020-2039,0.00,0.00,0.00
Central African Republic,SSP5-8.5,2040-2059,0.00,0.00,0.00
Central African Republic,SSP5-8.5,2080-2099,0.00,0.00,0.00
Canada,SSP5-8.5,1986-2005,167.08,170.00,172.20
Canada,SSP5-8.5,2020-2039,142.04,151.29,155.99
Canada,SSP5-8.5,2040-2059,124.59,137.50,145.43
Canada,SSP5-8.5,2080-2099,87.04,110.75,121.54
Switzerland,SSP5-8.5,1986-2005,106.63,112.51,122.10
Switzerland,SSP5-8.5,2020-2039,79.54,95.06,101.44
Switzerland,SSP5-8.5,2040-2059,59.43,84.53,93.79
Switzerland,SSP5-8.5,2080-2099,29.10,57.77,74.20
Chile,SSP5-8.5,1986-2005,38.84,40.96,42.56
Chile,SSP5-8.5,2020-2039,32.59,34.26,37.33
Chile,SSP5-8.5,2040-2059,25.85,29.35,32.85
Chile,SSP5-8.5,2080-2099,12.59,19.46,23.27
China,SSP5-8.5,1986-2005,78.40,80.17,81.87
China,SSP5-8.5,2020-2039,67.19,72.55,74.80
China,SSP5-8.5,2040-2059,58.36,65.96,69.31
China,SSP5-8.5,2080-2099,37.78,51.40,59.99
Côte d'Ivoire,SSP5-8.5,1986-2005,0.00,0.00,0.00
Côte d'Ivoire,SSP5-8.5,2020-2039,0.00,0.00,0.00
Côte d'Ivoire,SSP5-8.5,2040-2059,0.00,0.00,0.00
Côte d'Ivoire,SSP5-8.5,2080-2099,0.00,0.00,0.00
Cameroon,SSP5-8.5,1986-2005,0.00,0.00,0.00
Cameroon,SSP5-8.5,2020-2039,0.00,0.00,0.00
Cameroon,SSP5-8.5,2040-2059,0.00,0.00,0.00
Cameroon,SSP5-8.5,2080-2099,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP5-8.5,1986-2005,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP5-8.5,2020-2039,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP5-8.5,2040-2059,0.00,0.00,0.00
"Congo, The Democratic Republic of the",SSP5-8.5,2080-2099,0.00,0.00,0.00
Congo,SSP5-8.5,1986-2005,0.00,0.00,0.00
Congo,SSP5-8.5,2020-2039,0.00,0.00,0.00
Congo,SSP5-8.5,2040-2059,0.00,0.00,0.00
Congo,SSP5-8.5,2080-2099,0.00,0.00,0.00
Cook Islands,SSP5-8.5,1986-2005,0.00,0.00,0.00
Cook Islands,SSP5-8.5,2020-2039,0.00,0.00,0.00
Cook Islands,SSP5-8.5,2040-2059,0.00,0.00,0.00
Cook Islands,SSP5-8.5,2080-2099,0.00,0.00,0.00
Colombia,SSP5-8.5,1986-2005,0.00,0.00,0.00
Colombia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Colombia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Colombia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Comoros,SSP5-8.5,1986-2005,0.00,0.00,0.00
Comoros,SSP5-8.5,2020-2039,0.00,0.00,0.00
Comoros,SSP5-8.5,2040-2059,0.00,0.00,0.00
Comoros,SSP5-8.5,2080-2099,0.00,0.00,0.00
Cabo Verde,SSP5-8.5,1986-2005,0.00,0.00,0.00
Cabo Verde,SSP5-8.5,2020-2039,0.00,0.00,0.00
Cabo Verde,SSP5-8.5,2040-2059,0.00,0.00,0.00
Cabo Verde,SSP5-8.5,2080-2099,0.00,0.00,0.00
Costa Rica,SSP5-8.5,1986-2005,0.00,0.00,0.00
Costa Rica,SSP5-8.5,2020-2039,0.00,0.00,0.00
Costa Rica,SSP5-8.5,2040-2059,0.00,0.00,0.00
Costa Rica,SSP5-8.5,2080-2099,0.00,0.00,0.00
Cuba,SSP5-8.5,1986-2005,0.00,0.00,0.00
Cuba,SSP5-8.5,2020-2039,0.00,0.00,0.00
Cuba,SSP5-8.5,2040-2059,0.00,0.00,0.00
Cuba,SSP5-8.5,2080-2099,0.00,0.00,0.00
Curaçao,SSP5-8.5,1986-2005,0.00,0.00,0.00
Curaçao,SSP5-8.5,2020-2039,0.00,0.00,0.00
Curaçao,SSP5-8.5,2040-2059,0.00,0.00,0.00
Curaçao,SSP5-8.5,2080-2099,0.00,0.00,0.00
Cayman Islands,SSP5-8.5,1986-2005,0.00,0.00,0.00
Cayman Islands,SSP5-8.5,2020-2039,0.00,0.00,0.00
Cayman Islands,SSP5-8.5,2040-2059,0.00,0.00,0.00
Cayman Islands,SSP5-8.5,2080-2099,0.00,0.00,0.00
Cyprus,SSP5-8.5,1986-2005,0.00,0.09,0.30
Cyprus,SSP5-8.5,2020-2039,0.00,0.02,0.12
Cyprus,SSP5-8.5,2040-2059,0.00,0.01,0.10
Cyprus,SSP5-8.5,2080-2099,0.00,0.00,0.02
Czechia,SSP5-8.5,1986-2005,98.85,106.14,115.90
Czechia,SSP5-8.5,2020-2039,65.24,84.97,97.13
Czechia,SSP5-8.5,2040-2059,41.75,74.77,86.18
Czechia,SSP5-8.5,2080-2099,13.15,45.43,65.11
Germany,SSP5-8.5,1986-2005,69.39,75.73,85.61
Germany,SSP5-8.5,2020-2039,41.79,57.60,69.91
Germany,SSP5-8.5,2040-2059,25.74,49.15,59.98
Germany,SSP5-8.5,2080-2099,7.14,25.51,41.35
Djibouti,SSP5-8.5,1986-2005,0.00,0.00,0.00
Djibouti,SSP5-8.5,2020-2039,0.00,0.00,0.00
Djibouti,SSP5-8.5,2040-2059,0.00,0.00,0.00
Djibouti,SSP5-8.5,2080-2099,0.00,0.00,0.00
Dominica,SSP5-8.5,1986-2005,0.00,0.00,0.00
Dominica,SSP5-8.5,2020-2039,0.00,0.00,0.00
Dominica,SSP5-8.5,2040-2059,0.00,0.00,0.00
Dominica,SSP5-8.5,2080-2099,0.00,0.00,0.00
Denmark,SSP5-8.5,1986-2005,54.80,67.58,76.57
Denmark,SSP5-8.5,2020-2039,31.61,46.95,59.27
Denmark,SSP5-8.5,2040-2059,15.94,37.13,49.36
Denmark,SSP5-8.5,2080-2099,2.64,15.45,29.88
Dominican Republic,SSP5-8.5,1986-2005,0.00,0.00,0.00
Dominican Republic,SSP5-8.5,2020-2039,0.00,0.00,0.00
Dominican Republic,SSP5-8.5,2040-2059,0.00,0.00,0.00
Dominican Republic,SSP5-8.5,2080-2099,0.00,0.00,0.00
Algeria,SSP5-8.5,1986-2005,7.30,7.73,9.08
Algeria,SSP5-8.5,2020-2039,2.61,4.22,5.43
Algeria,SSP5-8.5,2040-2059,1.29,2.82,4.71
Algeria,SSP5-8.5,2080-2099,0.12,0.56,2.15
Ecuador,SSP5-8.5,1986-2005,0.01,0.04,0.23
Ecuador,SSP5-8.5,2020-2039,0.00,0.00,0.08
Ecuador,SSP5-8.5,2040-2059,0.00,0.00,0.06
Ecuador,SSP5-8.5,2080-2099,0.00,0.00,0.00
Egypt,SSP5-8.5,1986-2005,0.01,0.03,0.06
Egypt,SSP5-8.5,2020-2039,0.00,0.01,0.04
Egypt,SSP5-8.5,2040-2059,0.00,0.00,0.01
Egypt,SSP5-8.5,2080-2099,0.00,0.00,0.01
Eritrea,SSP5-8.5,1986-2005,0.00,0.00,0.00
Eritrea,SSP5-8.5,2020-2039,0.00,0.00,0.00
Eritrea,SSP5-8.5,2040-2059,0.00,0.00,0.00
Eritrea,SSP5-8.5,2080-2099,0.00,0.00,0.00
Spain,SSP5-8.5,1986-2005,17.59,18.91,20.72
Spain,SSP5-8.5,2020-2039,11.14,13.54,17.33
Spain,SSP5-8.5,2040-2059,5.82,11.13,14.10
Spain,SSP5-8.5,2080-2099,0.95,4.28,7.69
Estonia,SSP5-8.5,1986-2005,123.22,135.01,146.46
Estonia,SSP5-8.5,2020-2039,87.05,105.92,123.59
Estonia,SSP5-8.5,2040-2059,54.12,84.83,107.27
Estonia,SSP5-8.5,2080-2099,20.06,45.17,76.15
Ethiopia,SSP5-8.5,1986-2005,0.00,0.00,0.01
Ethiopia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Ethiopia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Ethiopia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Finland,SSP5-8.5,1986-2005,161.45,169.47,185.54
Finland,SSP5-8.5,2020-2039,119.12,143.43,160.53
Finland,SSP5-8.5,2040-2059,83.69,117.87,142.75
Finland,SSP5-8.5,2080-2099,37.26,71.60,101.75
Fiji,SSP5-8.5,1986-2005,0.00,0.00,0.00
Fiji,SSP5-8.5,2020-2039,0.00,0.00,0.00
Fiji,SSP5-8.5,2040-2059,0.00,0.00,0.00
Fiji,SSP5-8.5,2080-2099,0.00,0.00,0.00
Falkland Islands (Malvinas),SSP5-8.5,1986-2005,11.11,13.51,16.17
Falkland Islands (Malvinas),SSP5-8.5,2020-2039,5.66,9.48,12.02
Falkland Islands (Malvinas),SSP5-8.5,2040-2059,2.97,6.70,8.95
Falkland Islands (Malvinas),SSP5-8.5,2080-2099,0.50,1.89,3.78
France,SSP5-8.5,1986-2005,42.13,45.13,52.28
France,SSP5-8.5,2020-2039,25.98,34.52,40.81
France,SSP5-8.5,2040-2059,19.04,29.40,36.13
France,SSP5-8.5,2080-2099,5.11,15.33,22.37
Faroe Islands,SSP5-8.5,1986-2005,13.32,22.94,33.56
Faroe Islands,SSP5-8.5,2020-2039,1.54,9.87,35.02
Faroe Islands,SSP5-8.5,2040-2059,0.13,4.84,22.21
Faroe Islands,SSP5-8.5,2080-2099,0.00,0.42,6.63
"Micronesia, Federated States of",SSP5-8.5,1986-2005,0.00,0.00,0.00
"Micronesia, Federated States of",SSP5-8.5,2020-2039,0.00,0.00,0.00
"Micronesia, Federated States of",SSP5-8.5,2040-2059,0.00,0.00,0.00
"Micronesia, Federated States of",SSP5-8.5,2080-2099,0.00,0.00,0.00
Gabon,SSP5-8.5,1986-2005,0.00,0.00,0.00
Gabon,SSP5-8.5,2020-2039,0.00,0.00,0.00
Gabon,SSP5-8.5,2040-2059,0.00,0.00,0.00
Gabon,SSP5-8.5,2080-2099,0.00,0.00,0.00
United Kingdom,SSP5-8.5,1986-2005,19.82,25.13,29.52
United Kingdom,SSP5-8.5,2020-2039,10.34,16.50,24.03
United Kingdom,SSP5-8.5,2040-2059,5.63,12.56,18.69
United Kingdom,SSP5-8.5,2080-2099,0.77,4.18,11.70
Georgia,SSP5-8.5,1986-2005,106.12,112.15,117.40
Georgia,SSP5-8.5,2020-2039,87.49,94.86,99.55
Georgia,SSP5-8.5,2040-2059,70.49,85.38,92.15
Georgia,SSP5-8.5,2080-2099,34.61,62.78,72.41
Guernsey,SSP5-8.5,1986-2005,0.00,0.21,0.91
Guernsey,SSP5-8.5,2020-2039,0.00,0.10,0.27
Guernsey,SSP5-8.5,2040-2059,0.00,0.00,0.29
Guernsey,SSP5-8.5,2080-2099,0.00,0.00,0.14
Ghana,SSP5-8.5,1986-2005,0.00,0.00,0.00
Ghana,SSP5-8.5,2020-2039,0.00,0.00,0.00
Ghana,SSP5-8.5,2040-2059,0.00,0.00,0.00
Ghana,SSP5-8.5,2080-2099,0.00,0.00,0.00
Gibraltar,SSP5-8.5,1986-2005,0.00,0.00,0.02
Gibraltar,SSP5-8.5,2020-2039,0.00,0.00,0.00
Gibraltar,SSP5-8.5,2040-2059,0.00,0.00,0.00
Gibraltar,SSP5-8.5,2080-2099,0.00,0.00,0.00
Guinea,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guinea,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guinea,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guinea,SSP5-8.5,2080-2099,0.00,0.00,0.00
Guadeloupe,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guadeloupe,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guadeloupe,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guadeloupe,SSP5-8.5,2080-2099,0.00,0.00,0.00
Gambia,SSP5-8.5,1986-2005,0.00,0.00,0.00
Gambia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Gambia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Gambia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Guinea-Bissau,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guinea-Bissau,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guinea-Bissau,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guinea-Bissau,SSP5-8.5,2080-2099,0.00,0.00,0.00
Equatorial Guinea,SSP5-8.5,1986-2005,0.00,0.00,0.00
Equatorial Guinea,SSP5-8.5,2020-2039,0.00,0.00,0.00
Equatorial Guinea,SSP5-8.5,2040-2059,0.00,0.00,0.00
Equatorial Guinea,SSP5-8.5,2080-2099,0.00,0.00,0.00
Greece,SSP5-8.5,1986-2005,16.08,19.36,21.58
Greece,SSP5-8.5,2020-2039,11.00,12.57,16.04
Greece,SSP5-8.5,2040-2059,7.95,10.25,14.15
Greece,SSP5-8.5,2080-2099,2.55,5.25,8.62
Grenada,SSP5-8.5,1986-2005,0.00,0.00,0.00
Grenada,SSP5-8.5,2020-2039,0.00,0.00,0.00
Grenada,SSP5-8.5,2040-2059,0.00,0.00,0.00
Grenada,SSP5-8.5,2080-2099,0.00,0.00,0.00
Greenland,SSP5-8.5,1986-2005,262.36,266.77,283.08
Greenland,SSP5-8.5,2020-2039,245.38,255.00,265.61
Greenland,SSP5-8.5,2040-2059,228.41,246.62,261.91
Greenland,SSP5-8.5,2080-2099,185.77,222.39,242.04
Guatemala,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guatemala,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guatemala,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guatemala,SSP5-8.5,2080-2099,0.00,0.00,0.00
French Guiana,SSP5-8.5,1986-2005,0.00,0.00,0.00
French Guiana,SSP5-8.5,2020-2039,0.00,0.00,0.00
French Guiana,SSP5-8.5,2040-2059,0.00,0.00,0.00
French Guiana,SSP5-8.5,2080-2099,0.00,0.00,0.00
Guam,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guam,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guam,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guam,SSP5-8.5,2080-2099,0.00,0.00,0.00
Guyana,SSP5-8.5,1986-2005,0.00,0.00,0.00
Guyana,SSP5-8.5,2020-2039,0.00,0.00,0.00
Guyana,SSP5-8.5,2040-2059,0.00,0.00,0.00
Guyana,SSP5-8.5,2080-2099,0.00,0.00,0.00
Hong Kong,SSP5-8.5,1986-2005,0.00,0.00,0.00
Hong Kong,SSP5-8.5,2020-2039,0.00,0.00,0.00
Hong Kong,SSP5-8.5,2040-2059,0.00,0.00,0.00
Hong Kong,SSP5-8.5,2080-2099,0.00,0.00,0.00
Heard Island and McDonald Islands,SSP5-8.5,1986-2005,104.48,114.38,126.94
Heard Island and McDonald Islands,SSP5-8.5,2020-2039,66.05,82.88,99.52
Heard Island and McDonald Islands,SSP5-8.5,2040-2059,28.94,65.73,84.92
Heard Island and McDonald Islands,SSP5-8.5,2080-2099,3.96,24.01,47.00
Honduras,SSP5-8.5,1986-2005,0.00,0.00,0.00
Honduras,SSP5-8.5,2020-2039,0.00,0.00,0.00
Honduras,SSP5-8.5,2040-2059,0.00,0.00,0.00
Honduras,SSP5-8.5,2080-2099,0.00,0.00,0.00
Croatia,SSP5-8.5,1986-2005,53.14,59.19,63.62
Croatia,SSP5-8.5,2020-2039,32.67,42.00,51.14
Croatia,SSP5-8.5,2040-2059,19.18,34.93,43.46
Croatia,SSP5-8.5,2080-2099,3.59,20.88,28.63
Haiti,SSP5-8.5,1986-2005,0.00,0.00,0.00
Haiti,SSP5-8.5,2020-2039,0.00,0.00,0.00
Haiti,SSP5-8.5,2040-2059,0.00,0.00,0.00
Haiti,SSP5-8.5,2080-2099,0.00,0.00,0.00
Hungary,SSP5-8.5,1986-2005,81.35,89.06,94.16
Hungary,SSP5-8.5,2020-2039,46.08,66.18,79.54
Hungary,SSP5-8.5,2040-2059,28.85,56.75,69.45
Hungary,SSP5-8.5,2080-2099,6.50,34.29,46.99
Indonesia,SSP5-8.5,1986-2005,0.00,0.00,0.00
Indonesia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Indonesia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Indonesia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Isle of Man,SSP5-8.5,1986-2005,0.00,0.39,1.85
Isle of Man,SSP5-8.5,2020-2039,0.00,0.14,1.18
Isle of Man,SSP5-8.5,2040-2059,0.00,0.00,0.59
Isle of Man,SSP5-8.5,2080-2099,0.00,0.00,0.00
India,SSP5-8.5,1986-2005,9.34,9.73,10.15
India,SSP5-8.5,2020-2039,7.71,8.05,8.36
India,SSP5-8.5,2040-2059,5.91,6.87,7.55
India,SSP5-8.5,2080-2099,3.16,4.54,5.48
British Indian Ocean Territory,SSP5-8.5,1986-2005,0.00,0.00,0.00
British Indian Ocean Territory,SSP5-8.5,2020-2039,0.00,0.00,0.00
British Indian Ocean Territory,SSP5-8.5,2040-2059,0.00,0.00,0.00
British Indian Ocean Territory,SSP5-8.5,2080-2099,0.00,0.00,0.00
Ireland,SSP5-8.5,1986-2005,13.51,17.66,22.72
Ireland,SSP5-8.5,2020-2039,7.50,12.45,19.28
Ireland,SSP5-8.5,2040-2059,3.55,9.24,14.72
Ireland,SSP5-8.5,2080-2099,0.24,2.74,8.29
"Iran, Islamic Republic of",SSP5-8.5,1986-2005,64.61,66.81,70.60
"Iran, Islamic Republic of",SSP5-8.5,2020-2039,47.22,55.16,59.73
"Iran, Islamic Republic of",SSP5-8.5,2040-2059,33.16,48.51,52.27
"Iran, Islamic Republic of",SSP5-8.5,2080-2099,10.14,34.02,40.62
Iraq,SSP5-8.5,1986-2005,11.41,13.19,15.70
Iraq,SSP5-8.5,2020-2039,7.78,9.53,10.63
Iraq,SSP5-8.5,2040-2059,5.12,8.28,9.12
Iraq,SSP5-8.5,2080-2099,1.45,4.89,6.66
Iceland,SSP5-8.5,1986-2005,131.97,148.76,167.55
Iceland,SSP5-8.5,2020-2039,89.05,129.95,152.24
Iceland,SSP5-8.5,2040-2059,61.99,107.54,139.18
Iceland,SSP5-8.5,2080-2099,22.19,57.67,97.59
Israel,SSP5-8.5,1986-2005,0.06,0.14,0.28
Israel,SSP5-8.5,2020-2039,0.03,0.05,0.16
Israel,SSP5-8.5,2040-2059,0.02,0.03,0.11
Israel,SSP5-8.5,2080-2099,0.00,0.01,0.05
Italy,SSP5-8.5,1986-2005,28.06,30.41,33.67
Italy,SSP5-8.5,2020-2039,17.45,21.35,26.35
Italy,SSP5-8.5,2040-2059,11.96,17.68,21.95
Italy,SSP5-8.5,2080-2099,4.71,10.02,14.16
Jamaica,SSP5-8.5,1986-2005,0.00,0.00,0.00
Jamaica,SSP5-8.5,2020-2039,0.00,0.00,0.00
Jamaica,SSP5-8.5,2040-2059,0.00,0.00,0.00
Jamaica,SSP5-8.5,2080-2099,0.00,0.00,0.00
Jersey,SSP5-8.5,1986-2005,0.02,0.59,1.57
Jersey,SSP5-8.5,2020-2039,0.00,0.32,0.95
Jersey,SSP5-8.5,2040-2059,0.00,0.00,0.39
Jersey,SSP5-8.5,2080-2099,0.00,0.00,0.19
Jordan,SSP5-8.5,1986-2005,1.11,2.87,4.27
Jordan,SSP5-8.5,2020-2039,0.75,1.05,2.22
Jordan,SSP5-8.5,2040-2059,0.36,0.80,1.83
Jordan,SSP5-8.5,2080-2099,0.03,0.17,0.56
Japan,SSP5-8.5,1986-2005,39.59,42.67,46.22
Japan,SSP5-8.5,2020-2039,25.65,30.55,37.23
Japan,SSP5-8.5,2040-2059,18.43,22.76,30.38
Japan,SSP5-8.5,2080-2099,5.90,13.27,18.12
Kazakhstan,SSP5-8.5,1986-2005,156.49,159.43,164.55
Kazakhstan,SSP5-8.5,2020-2039,136.23,143.76,150.34
Kazakhstan,SSP5-8.5,2040-2059,119.22,133.48,140.49
Kazakhstan,SSP5-8.5,2080-2099,78.55,108.38,117.81
Kenya,SSP5-8.5,1986-2005,0.00,0.00,0.00
Kenya,SSP5-8.5,2020-2039,0.00,0.00,0.00
Kenya,SSP5-8.5,2040-2059,0.00,0.00,0.00
Kenya,SSP5-8.5,2080-2099,0.00,0.00,0.00
Kyrgyzstan,SSP5-8.5,1986-2005,185.42,189.11,191.87
Kyrgyzstan,SSP5-8.5,2020-2039,164.53,169.91,177.14
Kyrgyzstan,SSP5-8.5,2040-2059,145.86,157.57,166.35
Kyrgyzstan,SSP5-8.5,2080-2099,98.16,128.83,139.47
Cambodia,SSP5-8.5,1986-2005,0.00,0.00,0.00
Cambodia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Cambodia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Cambodia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Kiribati,SSP5-8.5,1986-2005,0.00,0.00,0.00
Kiribati,SSP5-8.5,2020-2039,0.00,0.00,0.00
Kiribati,SSP5-8.5,2040-2059,0.00,0.00,0.00
Kiribati,SSP5-8.5,2080-2099,0.00,0.00,0.00
Saint Kitts and Nevis,SSP5-8.5,1986-2005,0.00,0.00,0.00
Saint Kitts and Nevis,SSP5-8.5,2020-2039,0.00,0.00,0.00
Saint Kitts and Nevis,SSP5-8.5,2040-2059,0.00,0.00,0.00
Saint Kitts and Nevis,SSP5-8.5,2080-2099,0.00,0.00,0.00
"Korea, Republic of",SSP5-8.5,1986-2005,74.17,78.49,82.28
"Korea, Republic of",SSP5-8.5,2020-2039,57.48,65.26,71.68
"Korea, Republic of",SSP5-8.5,2040-2059,43.69,52.45,62.47
"Korea, Republic of",SSP5-8.5,2080-2099,15.70,31.28,46.32
Kuwait,SSP5-8.5,1986-2005,0.02,0.20,0.61
Kuwait,SSP5-8.5,2020-2039,0.01,0.04,0.20
Kuwait,SSP5-8.5,2040-2059,0.00,0.01,0.12
Kuwait,SSP5-8.5,2080-2099,0.00,0.00,0.06
Lao People's Democratic Republic,SSP5-8.5,1986-2005,0.00,0.01,0.04
Lao People's Democratic Republic,SSP5-8.5,2020-2039,0.00,0.00,0.01
Lao People's Democratic Republic,SSP5-8.5,2040-2059,0.00,0.00,0.01
Lao People's Democratic Republic,SSP5-8.5,2080-2099,0.00,0.00,0.00
Lebanon,SSP5-8.5,1986-2005,7.08,8.76,10.48
Lebanon,SSP5-8.5,2020-2039,4.67,5.78,6.34
Lebanon,SSP5-8.5,2040-2059,3.01,4.40,5.83
Lebanon,SSP5-8.5,2080-2099,0.99,2.00,3.36
Liberia,SSP5-8.5,1986-2005,0.00,0.00,0.00
Liberia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Liberia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Liberia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Libya,SSP5-8.5,1986-2005,0.86,1.13,1.48
Libya,SSP5-8.5,2020-2039,0.15,0.33,0.63
Libya,SSP5-8.5,2040-2059,0.06,0.16,0.41
Libya,SSP5-8.5,2080-2099,0.00,0.00,0.09
Saint Lucia,SSP5-8.5,1986-2005,0.00,0.00,0.00
Saint Lucia,SSP5-8.5,2020-2039,0.00,0.00,0.00
Saint Lucia,SSP5-8.5,2040-2059,0.00,0.00,0.00
Saint Lucia,SSP5-8.5,2080-2099,0.00,0.00,0.00
Liechtenstein,SSP5-8.5,1986-2005,145.51,151.84,160.82
Liechtenstein,SSP5-8.5,2020-2039,118.40,133.92,141.82
Liechtenstein,SSP5-8.5,2040-2059,98.95,124.17,133.87
Liechtenstein,SSP5-8.5,2080-2099,55.04,97.07,110.59
Sri Lanka,SSP5-8.5,1986-2005,0.00,0.00,0.00
Sri Lanka,SSP5-8.5,2020-2039,0.00,0.00,0.00
Sri Lanka,SSP5-8.5,2040-2059,0.00,0.00,0.00
Sri Lanka,SSP5-8.5,2080-2099,0.00,0.00,0.00
Lesotho,SSP5-8.5,1986-2005,66.07,72.55,75.94
Lesotho,SSP5-8.5,2020-2039,52.05,58.40,62.81
Lesotho,SSP5-8.5,2040-2059,29.44,43.48,50.92
Lesotho,SSP5-8.5,2080-2099,7.98,18.31,32.09
Lithuania,SSP5-8.5,1986-2005,110.38,123.83,133.42
Lithuania,SSP5-8.5,2020-2039,77.00,97.51,112.64
Lithuania,SSP5-8.5,2040-2059,49.00,81.96,101.08
Lithuania,SSP5-8.5,2080-2099,21.39,44.03,76.59
Luxembourg,SSP5-8.5,1986-2005,64.57,71.66,83.26
Luxembourg,SSP5-8.5,2020-2039,40.99,56.82,64.83
Luxembourg,SSP5-8.5,2040-2059,26.28,46.39,56.51
Luxembourg,SSP5-8.5,2080-2099,6.45,24.42,40.35
Latvia,SSP5-8.5,1986-2005,118.12,130.84,141.91
Latvia,SSP5-8.5,2020-2039,83.79,103.32,119.01
Latvia,SSP5-8.5,2040-2059,53.30,87.00,107.12
Latvia,SSP5-8.5,2080-2099,24.49,49.38,80.03
Macao,SSP5-8.5,1986-2005,0.00,0.00,0.00
Macao,SSP5-8.5,2020-2039,0.00,0.00,0.00
